答案ID,提交时间,答题耗时,若您已确认上述内容并无异议，请选择下方“开始作答”并点击【下一页】进行本次问卷作答。[A:开始作答B:放弃参与（结束作答）],请问您计划参与测试的设备平台是？[A:PC端B:安卓端],请问您计划本次参与测试会使用安卓手机设备品牌是？[A:华为B:vivoC:OPPOD:小米E:荣耀F:一加G:红米H:iQOOI:三星J:魅族K: 其他，请填写：],请问您将用于本次测试的手机处理器属于以下哪一个选项?[A:骁龙865/天玑9000/麒麟9000及以下（如：小米10/华为Mate 40 Pro等）B: 骁龙870/888/Gen1/Gen2或天玑9200（如：小米13/红米K60 Pro等）C:骁龙8Gen3/天玑9300（如红米K80/iQOO Neo10/一加ACE5等）D:骁龙8Elite/天玑9400及以上(如：小米15/红米K80 Pro/一加Ace5Pro等)E:不清楚具体配置，请填写手机品牌和型号： ],请问您的手机运行内存(RAM)为？[A:4GB及以下B:6GBC:8GBD:12GBE:16GB及以上F:不清楚],请问您能够参与本次测试的PC设备的系统版本是？[A:Windows 10 - 32 位B:Windows 10 - 64 位C:Windows 11D:其他 Windows 系统E:其他操作系统],请选择您在测试中将会使用的PC设备的处理器（CPU）型号,请选择您在测试中将会使用的PC设备的显卡型号,您近半年内主要使用哪些设备玩游戏?[A:手机/平板电脑B:笔记本电脑/台式电脑C:家用主机（如Switch、PS、Xbox等）D:以上都没有],以下手机游戏类型中，您曾深入体验过的有哪些? [A:MOBA类（如王者荣耀、英雄联盟手游等）B:模拟经营类（如桃园深处有人家、心动小镇、我的花园世界等）C:卡牌RPG类（如崩坏：星穹铁道、重返未来：1999、明日方舟、阴阳师等）D:动作类（如绝区零、崩坏3、战双帕弥什等）E:战棋类（如梦幻模拟战、天地劫：幽城再临等）F:自走棋类（如金铲铲之战、多多自走棋等）G:休闲放置类（如剑与远征、杖剑传说等）H:SLG类（如三国志战略版、三国谋定天下、三国：冰河时代等）I:开放世界类（如原神、鸣潮、异环等）J:沙盒类（如我的世界、迷你世界等）K:休闲益智类（如开心消消乐、梦幻家园等）L:射击类（如三角洲行动、逆战：未来等）M:即时制MMORPG（如逆水寒手游、天涯明月刀手游等）N:回合制MMORPG（如梦幻西游、问道等）O:横版动作类（如火影忍者手游、DNF手游、归龙潮等）P:Roguelike类（如重生细胞、土豆兄弟等）Q:其他，请补充 _________________R: 以上都没有],以下手机游戏产品中，您曾深入体验过的有哪些? [A:重生细胞B:忍者必须死系列C:苍翼：混沌效应D:影之刃3E:时空猎人系列F:心渊梦境G:霓虹深渊H:艾希I:火影忍者手游J:归龙潮K:地下城与勇士：起源L:造梦西游系列M:以上都没有],以下PC/主机游戏类型中，您最近三个月玩的最多的是？[A:MOBA(如英雄联盟、DOTA2等)B:集换式卡牌类(如炉石传说、万智牌、游戏王:大师决斗等)C:模拟经营类(如沙石镇时光、星露谷物语、露玛岛、双点博物馆等)D:战争策略类(如帝国时代、魔兽争霸、文明系列等)E:MMORPG类(如逆水寒、最终幻想14、魔兽世界等)F:合作/派对类(如双人成行、糖豆人、猛兽派对等)G:沙盒建造/生存类(如幻兽帕鲁、我的世界、七日世界、RUST、饥荒等)H:射击类(如CSGO、无畏契约、守望先锋、Apex、PUBG、三角洲行动等)I:动作RPG(如只狼、黑暗之魂系列、艾尔登法环、怪物猎人系列等）J:开放世界类(如塞尔达传说系列、刺客信条系列、GTA5、巫师3等)K:平台动作/银河恶魔城类（如奥日、艾希、暗影火炬城等）L:JRPG类（如碧蓝幻想relink、最终幻想系列等）M:视觉小说/文字冒险类(如命运石之门、隐形守护者、底特律:变人等）N:其他，请补充 _________________O:以上都没有],请问您主要是被《绿梦：时空之声》的哪些方面吸引，进而参与本次蚀梦测试的?[A:动作战斗玩法B:美术风格C:有感兴趣的喜欢的角色D:游戏热度高E:喜欢尝试新游戏F:剧情世界观G:游戏类型（动作类）H:游戏类型（射击类）I:朋友、UP主推荐J:其他原因，请补充]
GameCenter_2026060240703480,2026-06-02 15:10:19,70,A,A,,,,B,R7 5700x,AMD RX6700蓝宝石,B,,,H，I,I
GameCenter_2026060259333479,2026-06-02 15:09:48,66,A,A,,,,B,14600kf,4070sp,A，B,A，C，H，I，L,K,A，H，J,A，D，I
GameCenter_2026060230643478,2026-06-02 15:09:45,84,A,B,G,B,D,,,,A,A，C，I，L，O,B，I,,A，B，C
GameCenter_2026060296013477,2026-06-02 15:09:41,109,A,B,E,B,E,,,,A,A，C，D,D，E,,A，B，E
GameCenter_2026060231633475,2026-06-02 15:09:34,107,A,B,C,A,E,,,,A,C，D，I，K，P,A，B，E，H，J,,A，B，F
GameCenter_2026060225663474,2026-06-02 15:09:30,177,A,B,H,E，iQOONeo7SE/天玑8200,D,,,,A,A，D，I，L，M,A，G，H,,A，E，G
GameCenter_2026060212893473,2026-06-02 15:09:09,113,A,B,G,B,E,,,,A,A，C，I，L，Q,M,,B，E
GameCenter_2026060284733472,2026-06-02 15:08:54,148,A,B,E,E，荣耀X30,D,,,,A，B,A，C，D，L，O,A，C，H，I,A，B，F，G，H,B，E，G
GameCenter_2026060229683471,2026-06-02 15:08:50,390,A,A，B,K，红魔11pro+,A,E,C,12th Gen Intel(R) Core(TM) i7-12700H (2.30 GHz),3060ti,B,,,A，B，H，L,A，C
GameCenter_2026060254763470,2026-06-02 15:08:20,142,A,A，B,H,B,E,C,R9-7940H,4090,A，B,A，D，I，J，L,A,G,A，C，G
GameCenter_2026060245243469,2026-06-02 15:08:18,156,A,A，B,D,C,E,C,Intel i5-12600kf,rtx3070,B，C,,,A，E，I，J，K,A，B，E
GameCenter_2026060293873468,2026-06-02 15:08:07,42,A,B,A,A,E,,,,A,A，D，G,G,,A，B
GameCenter_2026060228703467,2026-06-02 15:08:02,84,A,B,H,C,E,,,,A，B,A，C，D，I，L,C，D，E，G，I,A，B，C，E，F,A，B，C
GameCenter_2026060282573466,2026-06-02 15:07:53,630,A,A，B,G,B,E,E，windows10和11都可以两台电脑,amd ryzen7 5800H
还有个台式好像是intel十三代i5,rtx 3060
台式是rtx4070,A，B,A，D，I，O，P,A，B，C，F，J,H，J，K,A，G，J，喜欢横版游戏
GameCenter_2026060218853465,2026-06-02 15:07:53,98,A,A,,,,C,9700x,9070xt,A，B,A，B，D，E，H,D，E，H，J,E，J,D，E
GameCenter_2026060255443461,2026-06-02 15:07:10,242,A,A，B,A,E，华为nova14ultra,D,C,13th Gen Intel(R) Core(TM) i5,不清楚,A，B,A，C，I，O,B，I,G，H，K，M,A，E，G
GameCenter_2026060258463457,2026-06-02 15:06:40,60,A,B,I,C,D,,,,A，B,C，D，I,D，I，K,I，J,A，B，E
GameCenter_2026060244143456,2026-06-02 15:06:39,111,A,A,,,,C,I5-12400,GTX3060,A，B,A，C，D，I，L,B，C，E，I，K,A，E，F，H，L,B，E，G
GameCenter_2026060221953455,2026-06-02 15:06:38,2501,A,A,,,,B,intel i5-12490F,AMD 6650XT ,B,,,B，I，J，K，L,A，B，G
GameCenter_2026060289733454,2026-06-02 15:06:13,33,A,A,,,,C,12600kf,7700xt,B，C,,,A，I，J，K，L,A，B
GameCenter_2026060231673452,2026-06-02 15:05:59,97,A,B,I,B,C,,,,A,A，C，D，L，O,C，E，H，I，J,,A，B，E
GameCenter_2026060247003451,2026-06-02 15:05:54,165,A,A，B,D,D,D,C,i9-13900hx,rtx5060laptop,A，B,I，O,H，K,A，E，I,A，I
GameCenter_2026060228993449,2026-06-02 15:05:42,250,A,A，B,A,E，华为mate60pro   麒麟9000s,D,C,AMD Ryzen 7 4800H with Radeon Graphics	16 GB	
,3050,A，B,A，L,A，C，H，L,G，H，I,A，B，E
GameCenter_2026060236253445,2026-06-02 15:05:38,79,A,B,H,C,D,,,,A,A，D，I,E，H，J，L,,C，F
GameCenter_2026060229213443,2026-06-02 15:05:28,31,A,B,H,D,E,,,,A,R,C,,E
GameCenter_2026060267833442,2026-06-02 15:05:27,123,A,B,D,C,E,,,,A,C，D，I，J，P,A，C，H，J，L,,B，C，F
GameCenter_2026060262173441,2026-06-02 15:05:16,125,A,A,,,,C,i7-14600kf,5060m,A，B,A，C，D，I，J,B，D，I,E，G，H,B，C
GameCenter_2026060268113440,2026-06-02 15:05:11,68,A,A,,,,C,13代i7,rtx4070,A，B,L,C，E，F，H，J,A，J,A，B，E
GameCenter_2026060269723439,2026-06-02 15:05:09,261,A,A，B,D,C,E,C,i7
,4060,A，B,A，D，I，O,C，D，E，H，K,J，K，L,A，B，C
GameCenter_2026060290453438,2026-06-02 15:04:52,330,A,B,K，努比亚红魔,D,E,,,,A,C，D，I,M,,A，C，E
GameCenter_2026060236613437,2026-06-02 15:04:48,66,A,A，B,B,D,E,C,R7   7800x3d,5070,A，B,A，C，F，I,A，C，G，H，J,A，I，J,A，C，E
GameCenter_2026060282403436,2026-06-02 15:04:31,270,A,A，B,K，红魔10,D,E,C,i7,3060,A，B,A，C，G，P,J，K,M,A，B，E
GameCenter_2026060213843435,2026-06-02 15:04:24,82,A,B,H,A,C,,,,A,A，D，I，L，O,A，B，I,,A，B，E
GameCenter_2026060237463434,2026-06-02 15:04:14,58,A,A,,,,C,i7-14400,4060Ti,C,,,A，B，H，J,B，E
GameCenter_2026060291253433,2026-06-02 15:04:10,54,A,A,,,,B,I7 13200,nvidia rtx3080,B,,,F，G，H,A，C
GameCenter_2026060281283432,2026-06-02 15:04:03,86,A,B,G,E，红米k60pro,E,,,,A,A，F,J,,C，E
GameCenter_2026060225523430,2026-06-02 15:03:51,49,A,A,,,,C,1
,1,A，B,A，C，D，I，L,B，I，J，L,A，F，G，H，I,A，B，C
GameCenter_2026060278313429,2026-06-02 15:03:50,159,A,A，B,C,D,D,B,iintel i5-12600kf,RTX 5600 8G,A，B,C，I，L，P,A，C，H，L,C，G，H，J，M,B，C，E
GameCenter_2026060229703428,2026-06-02 15:03:44,195,A,B,D,B,D,,,,A,A，B，D，J，L,H，I,,A，B，E
GameCenter_2026060228763426,2026-06-02 15:03:43,203,A,A，B,H,E，iqoo15 16+1t,E,C,AMD Ryzen 5 5600H,rtx3050,A,A，C，D，I，L,C，D，E,,E，F
GameCenter_2026060258943425,2026-06-02 15:03:19,57,A,A，B,H,D,E,C,3060,i7-12700,A，B,A，C，D,M,A,A，B，C
GameCenter_2026060269933424,2026-06-02 15:03:10,52,A,B,E,B,D,,,,A,A,D,,C
GameCenter_2026060216743423,2026-06-02 15:03:07,150,A,A，B,E,D,E,C,AMD Ryzen 9 8940HX‌,Nvidia geforce RTX5060,A，B,A，C，D，I，P,A，C，H,D，F，I，L，M,A，B，C
GameCenter_2026060212023422,2026-06-02 15:03:06,51,A,B,F,D,E,,,,A,A，C，J,H，L,,A，B，G
GameCenter_2026060234353421,2026-06-02 15:03:06,74,A,A，B,C,C,C,C,13代i7,4050,B,,,G，H,A，B，E
GameCenter_2026060241643420,2026-06-02 15:03:01,50,A,A,,,,C,9700x,5070ti,B,,,B，E，H,A，B，J，阿绿
GameCenter_2026060275933419,2026-06-02 15:02:59,217,A,A，B,G,C,E,C,i7-13650HX,RTX5060,A，B,C，I，L,A，B，C，H，L,G，H，J，M,A，C，E
GameCenter_2026060269273418,2026-06-02 15:02:39,159,A,B,F,E，一加Ace6t,E,,,,A,C，D，I，J，L,A，C，G，I,,B，C，E
GameCenter_2026060235173417,2026-06-02 15:02:37,197,A,A，B,C,B,E,C,Intel Core Ultra9 275HX,NVIDIA GeForce RTX5060 Laptop,A，B，C,C，D，H，I，J,A，B，D，H，I,E，G，H，J，K,B，F，G
GameCenter_2026060262503416,2026-06-02 15:02:25,90,A,A,,,,C,AMD R9 8940hx,RTX 4070,B,,,B，G,B，C
GameCenter_2026060234053415,2026-06-02 15:02:20,92,A,A，B,H,D,D,C,i5-14600kf,gtx 5060,B，C,,,H，I，J,B，C
GameCenter_2026060212433414,2026-06-02 15:02:12,60,A,A,,,,C,12代i9,3080,A，B,D，L,C,H，I,A
GameCenter_2026060216243413,2026-06-02 15:02:06,100,A,A，B,G,C,D,C,Intel285h,nvdia 5060,A，B,A，C，D，I,B,A，H，J，L，M,E
GameCenter_2026060216133412,2026-06-02 15:01:59,41,A,B,F,D,D,,,,A,C，D,M,,A，E
GameCenter_2026060236433411,2026-06-02 15:01:52,44,A,B,D,C,D,,,,A,C，D,A，C，H,,A，B，C
GameCenter_2026060210313410,2026-06-02 15:01:10,786,A,A，B,H,C,E,B,12th Gen Intel(R) Core(TM) i7-12700H,NVIDIA GeForce RTX 3060 Laptop GPU (6 GB), Intel(R) Iris(R) Xe Graphics (128 MB),A，B,A，C，D，F，I,B，E，H，J,A，B，G，H，J,B，C，E
GameCenter_2026060244823409,2026-06-02 15:01:06,59,A,B,B,A,E,,,,C,,,G，I，J，L,A，C，E
GameCenter_2026060251113408,2026-06-02 15:00:58,75,A,B,B,A,D,,,,A,A，D，I，L，O,A，B，C，H，I,,A，C，E
GameCenter_2026060273473407,2026-06-02 15:00:55,81,A,A,,,,C,AMD Ryzen 7600,RX7600,C,,,C，G，H，I，J,A，B，E
GameCenter_2026060281843406,2026-06-02 15:00:47,386,A,A,,,,C,12th Gen Intel Core i5-12450H 8核,NVIDIA GeForce RTX 3050 Laptop GPU,A，B,C，F，J，P,A,B，G，H，J，K,C，J，喜欢类银河城
GameCenter_2026060231163405,2026-06-02 15:00:45,201,A,A，B,C,E，OPPOK12s,D,C,10代i7,3060,A，B,A，C，F，I，Q,A，G，H，I,A，B，D，H，M,B，E
GameCenter_2026060271063404,2026-06-02 15:00:44,153,A,B,H,B,E,,,,A，B,C，D，F，H，I,K，L,A，I,A，B，G
GameCenter_2026060299803403,2026-06-02 15:00:28,96,A,B,K，真我GT8,D,E,,,,A,A，D，I，L，O,I，J,,A，B，G
GameCenter_2026060286083402,2026-06-02 15:00:27,221,A,B,E,A,E,,,,B,,,A,A
GameCenter_2026060217413401,2026-06-02 15:00:17,102,A,A，B,F,D,E,C,Intel Core i7-14650HX,NVIDIA RTX 4060 laptop,B,,,A，H,A，B，C
GameCenter_2026060226043400,2026-06-02 14:59:57,87,A,B,H,B,D,,,,A,A，I，M,C，J,,C，E，G
GameCenter_2026060242893398,2026-06-02 14:59:55,243,A,A，B,D,C,E,B,Intel core i9-11900f,4070super,B,,,H，J，K,A，B，J，喜欢横版
GameCenter_2026060245033396,2026-06-02 14:59:13,52,A,A,,,,C,10900,4060,B,,,I，K，M,G
GameCenter_2026060233853395,2026-06-02 14:59:07,90,A,B,D,D,E,,,,A，B,A，I，L,C，E，I，L,A，B，H,C，E，F
GameCenter_2026060230793394,2026-06-02 14:59:05,135,A,A，B,F,D,E,C,Intel i7 13700HX,RTX5060,A，B,A，D，I，L，O,A，E，I,H，I,A，B，G
GameCenter_2026060226863393,2026-06-02 14:58:47,237,A,A，B,A,A,E,C,Intel(R) Core(TM) i7-14650HX,NVIDIA GeForce RTX 4060 Laptop GPU,B,,,D，G，I，M,B，C，E
GameCenter_2026060277563392,2026-06-02 14:58:47,111,A,B,H,D,E,,,,A，C,A，B，C，D，I,A，B，F，H，L,C，E，G，H，L,A，B，F
GameCenter_2026060229373391,2026-06-02 14:58:45,162,A,B,A,E，nova14,D,,,,A,C,J，L,,I
GameCenter_2026060228683390,2026-06-02 14:58:36,82,A,B,F,E，一加ace6,E,,,,A,A，C，D，I,A，B，I，J，L,,A，B，C
GameCenter_2026060245363389,2026-06-02 14:58:35,177,A,A,,,,C,AMD9700X,5070TI,A，B，C,C，D，I,A，C,A，H，L,A，B
GameCenter_2026060243033388,2026-06-02 14:58:14,67,A,B,F,B,E,,,,A,D，I，J,C，H，J,,A，B
GameCenter_2026060240693387,2026-06-02 14:58:13,40,A,B,A,A,F,,,,A,D，F，G，H，I,A，B，C，D，E,,A，C，F
GameCenter_2026060254853386,2026-06-02 14:58:04,116,A,A,,,,C,U7 255HX,rtx5070,A，B,A，D，F，J，L,B，C，I,A，H，I，L,A，B
GameCenter_2026060230333385,2026-06-02 14:58:03,91,A,A,,,,C,i7-12700h,rtx4060,B,,,I，J，K,A，B
GameCenter_2026060258353384,2026-06-02 14:58:01,116,A,B,H,B,E,,,,A，B，C,A，C，D，F，I,A，H，I，J，K,A，B，D，E，F,A，B，C
GameCenter_2026060261353383,2026-06-02 14:57:54,115,A,B,C,D,D,,,,A,A，L，O，P,A，B，I,,A，B，E
GameCenter_2026060242173382,2026-06-02 14:57:37,73,A,A,,,,B,core i7 11代,3070,B,,,I，J,A，C，G
GameCenter_2026060282573381,2026-06-02 14:57:35,613,A,A，B,H,E，iQOO 13（骁龙8至尊版移动平台八核）,E,B,12600kf,华硕4060ti,A，B,C，D，I，O,H，J,F,A，B，G
GameCenter_2026060282053380,2026-06-02 14:57:23,59,A,B,A,A,C,,,,C,,,F，G，I，J,E
GameCenter_2026060264003379,2026-06-02 14:57:03,74,A,B,B,D,D,,,,A，B,A，C，F，P,J,B，F,A，B
GameCenter_2026060249503378,2026-06-02 14:56:37,41,A,B,A,A,C,,,,A,A，D，I，L，M,A,,A，C
GameCenter_2026060263583377,2026-06-02 14:56:36,55,A,B,H,D,E,,,,A,A，D，G，I，J,A，C，D，H，I,,A，B，C
GameCenter_2026060291493376,2026-06-02 14:56:26,224,A,A，B,C,C,D,C,i7-14650hx
,RTX4060,A，B,A，C，D，I，J,C，J,B，H，L,A，B，C
GameCenter_2026060226393375,2026-06-02 14:56:09,100,A,B,D,D,E,,,,A，B,C，D，J，L，O,C，D，H，I，J,B，F，H，I，J,A，B，C
GameCenter_2026060281103374,2026-06-02 14:56:00,139,A,A,,,,C,Intel Core Ultra 9 285K,RTX 4090,B,,,A，H，L,A，B，C
GameCenter_2026060280663373,2026-06-02 14:55:59,169,A,A，B,J,B,C,B,ryzen 7系列5800h,rtx3070,A，B,D，I，O,A，C，F，G，H,E，F，I,A，C，G
GameCenter_2026060251483372,2026-06-02 14:55:56,133,A,A，B,F,D,E,C,i7,4050,A，B,D，I，J，L,B，C，G，H,G，H，J，M,B，C，E
GameCenter_2026060270853371,2026-06-02 14:55:55,112,A,B,B,E，vivoY200,D,,,,A,C，D，I，L，O,A，C，G，H，J,,A，C，E
GameCenter_2026060217643370,2026-06-02 14:55:24,66,A,A,,,,C,i5-12600KF,RX 7800 XT,B,,,O,I
GameCenter_2026060223803369,2026-06-02 14:55:21,196,A,A，B,I,C,D,C,Intel Core 12600KF,RTX4060,A，B,D,H,B,A
GameCenter_2026060215683367,2026-06-02 14:55:12,32,A,B,E,C,C,,,,A,D，I,H,,A，B，C
GameCenter_2026060221523364,2026-06-02 14:54:39,55,A,B,D,C,F,,,,A,C，D,B,,B，C，E
GameCenter_2026060284463363,2026-06-02 14:54:33,233,A,A,,,,B,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz
,NVIDIA GeForce GTX 1660 Ti,A，B,B，I,F，J，L,B，G,A，B，F
GameCenter_2026060234183362,2026-06-02 14:54:28,57,A,B,H,B,D,,,,A,A，C，D，I，J,H，J,,A，B，D
GameCenter_2026060241213360,2026-06-02 14:54:01,150,A,A,,,,B,i5-12490kf   ,七彩虹5060ti,B,,,G，H，I，K，L,A，B，G
GameCenter_2026060271603359,2026-06-02 14:53:50,194,A,B,D,A,B,,,,A,C，D，I，J，L,C，H,,E
GameCenter_2026060263943357,2026-06-02 14:53:39,226,A,A，B,B,D,E,C,Intel i7,rtx4070,B,,,D，H，I，J，L,B，E，F
GameCenter_2026060285123356,2026-06-02 14:53:25,67,A,B,D,D,D,,,,A，B,A，C，D，I,M,I,A，B
GameCenter_2026060275243355,2026-06-02 14:53:25,57,A,B,E,D,D,,,,A，B,A，D，K,C，I,G，J,A，B，G
GameCenter_2026060273733354,2026-06-02 14:53:02,80,A,B,F,D,E,,,,A，B,C，D，F，I，J,A，C，G,C，E，H,A，B，E
GameCenter_2026060250493351,2026-06-02 14:52:11,199,A,A，B,B,C,E,C,i7-13700,RTX5080,A，B,C，D，E，I，J,E，H,B，G，I，J，K,A，E，G
GameCenter_2026060224483350,2026-06-02 14:52:00,137,A,B,G,D,E,,,,A，B,A，C，D，F，I,A，E，G，H，I,A，H，I，J，K,B，E，G
GameCenter_2026060291763348,2026-06-02 14:51:54,166,A,A,,,,C,AMD RYZEN 7,NVIDIA GEFORCE RTX 3060,A，B,A，D，I，L，P,A，C，E，H，L,B，G，H，K，L,A，E，G
GameCenter_2026060227653347,2026-06-02 14:51:25,402,A,A,,,,C,AMD Ryzen 7 7840H w,NVIDIA GeForce RTX 4060 Laptop GPU,A，B,C，I,I，J,J,A，B，E
GameCenter_2026060286223346,2026-06-02 14:50:45,81,A,A,,,,C,19-13980HX,4060L,A，B，C,A，C，D，J，L,A，B，H，I，K,A，C，E，G，K,B，C，G
GameCenter_2026060275913344,2026-06-02 14:50:33,90,A,A，B,F,D,E,C,ryzen 9 7945hx,rtx5080laptop,A，B,C，D,C，H，J,A，C，G，I,A，B，E
GameCenter_2026060229403343,2026-06-02 14:50:27,187,A,A，B,B,A,E,C,Intel Core i7-14650hx,英伟达4090,A，B,A，C，D，I,A，B，C，E，J,A，E，I，J，L,A，B，E
GameCenter_2026060233053342,2026-06-02 14:50:21,318,A,A，B,H,C,D,B,Intel(R) Core(TM) i7-14700HX   2.10 GHz,NVIDIA,A，B,A，C，D，I，L,L,H,A，B
GameCenter_2026060278423341,2026-06-02 14:50:05,99,A,A，B,H,D,E,C,i7-13650h,rtx5070ti,A，B,A，D，E，I，L,A，B，H，J,H，J，K,A，B
GameCenter_2026060228553340,2026-06-02 14:50:04,167,A,B,E,A,D,,,,A，B,A，C，G，J，O,B，D，E，G，I,A，G，H，I，K,A，B，C
GameCenter_2026060291813339,2026-06-02 14:49:57,81,A,B,G,B,D,,,,A,I，L,A，E，G，K,,A，B，E
GameCenter_2026060257703338,2026-06-02 14:49:36,165,A,A，B,D,D,E,B,inter core i9-14,rtx5060,A，B,C，D，L,A，C，H，I,G，H，I，J，L,A，B，E
GameCenter_2026060234673337,2026-06-02 14:49:25,118,A,B,B,E，天玑6020八核处理器,D,,,,A,A,L,,B，E
GameCenter_2026060261453336,2026-06-02 14:49:21,278,A,A，B,A,B,E,B,R7 9850X3D,RTX5090D（32位）,A，B,A，D，E，I，O,B，C，H，I，J,A，H，I，J,A，B
GameCenter_2026060267443335,2026-06-02 14:49:19,118,A,A，B,B,A,E,C,Intel core i9,RTX4090ti,A，B,A，C，D,A，H,A，C，G，J,A，B，C
GameCenter_2026060219633334,2026-06-02 14:49:14,115,A,A，B,H,C,E,C,锐龙9955HX,5070,B,,,G，H，J,A，B，C
GameCenter_2026060235843333,2026-06-02 14:48:39,61,A,B,H,C,E,,,,A,F，L,D，J,,A，B
GameCenter_2026060237513332,2026-06-02 14:48:28,70,A,A,,,,C,12800hx,3070ti,B,,,E，I，K，L,A，B，C
GameCenter_2026060271823331,2026-06-02 14:48:24,63,A,B,B,C,D,,,,A,A，C，D，I，P,A，C，H,,A，G
GameCenter_2026060221083330,2026-06-02 14:48:23,64,A,B,D,B,F,,,,A,A，J,G，I,,B，E
GameCenter_2026060219263329,2026-06-02 14:47:59,94,A,A，B,D,D,D,C,i7 12700hx,4060,B,,,H，I，L,B，C，E
GameCenter_2026060287253328,2026-06-02 14:47:44,86,A,B,F,D,E,,,,A,C，D，I,J,,A，B，F
GameCenter_2026060254233327,2026-06-02 14:47:44,103,A,B,D,B,F,,,,A，B，C,C，D，J,M,B，F，H,B，E，G
GameCenter_2026060226943326,2026-06-02 14:47:42,260,A,A，B,G,B,E,B,R7 9800x3d,9070XT,A，B,C，D，I,A，F，G，H，J,E，G，I，J，K,A，B，E
GameCenter_2026060297633325,2026-06-02 14:47:41,118,A,B,B,E，VIVOS20,E,,,,A，C,D，I，J，L,J,D，H，J，L，M,C，E，F
GameCenter_2026060229793324,2026-06-02 14:47:12,94,A,B,G,C,D,,,,A,A，C，D，I，O,A，C，H，I，J,,A，B，E
GameCenter_2026060230033323,2026-06-02 14:47:11,176,A,B,K，真我,D,E,,,,A,I,I,,B，C，E
GameCenter_2026060229103321,2026-06-02 14:46:55,96,A,B,C,A,E,,,,A，B,C，D，L，O,C，K,D，H,A，E，F
GameCenter_2026060282813320,2026-06-02 14:46:50,86,A,B,B,C,C,,,,D,,,,D，E，F
GameCenter_2026060238393319,2026-06-02 14:46:47,107,A,B,A,A,E,,,,A，B,A，C，E，O,B，I,A，B，I,A，E
GameCenter_2026060239643318,2026-06-02 14:46:44,62,A,A,,,,C,5900X,5070Ti,B，C,,,H，I，J，K，L,A，B，G
GameCenter_2026060274633317,2026-06-02 14:46:32,146,A,A，B,D,E，小米17ultra,D,C,5800X,4070,A，B,B，C，D，E,C，D,E,A，B
GameCenter_2026060261473316,2026-06-02 14:46:31,58,A,B,C,B,C,,,,A,D,M,,A，C，F
GameCenter_2026060270023315,2026-06-02 14:45:53,295,A,B,E,D,E,,,,A,A，C，I，L,B，H，J,,A，B，C
GameCenter_2026060298043314,2026-06-02 14:45:50,176,A,A,,,,C,i9-14900kf,RTX4090,A，B,C，D，E，I，L,A，H，J,B，G，H，I,A，C，E
GameCenter_2026060244573313,2026-06-02 14:45:33,128,A,A，B,H,C,E,C,i7-12800hx,4060,A，B,D，I，J，L，P,A，C，G,G，H，J,B，E
GameCenter_2026060271453312,2026-06-02 14:45:21,51,A,A,,,,B,78000x3d,4070s,B,,,E，G，H,A，B，E
GameCenter_2026060220283311,2026-06-02 14:45:18,143,A,A，B,F,D,E,C,Intel Core i5-12450H,NVIDIA GeForce RTX 3060 Laptop GPU,A，B，C,C，D，O，P,A，C，G，J,I，J，K，L，M,A，B，E
GameCenter_2026060289443310,2026-06-02 14:45:18,150,A,B,F,D,E,,,,A，B,A，C，D，I，L,H,O,A，E
GameCenter_2026060237983309,2026-06-02 14:44:55,98,A,A，B,G,C,D,B,r7 5800h,3050loptop,B，C,,,A，H，J，M,A
GameCenter_2026060271053308,2026-06-02 14:44:31,164,A,A，B,G,D,D,C,Intel Core i5-12450H,NVIDIA RTX3060laptap,B,,,G，H，I，J,B，E，F
GameCenter_2026060241703307,2026-06-02 14:44:29,62,A,B,H,D,D,,,,A,A，C,M,,B，C
GameCenter_2026060283113306,2026-06-02 14:44:28,99,A,B,D,B,E,,,,A，B,D，I,I，J,A，G,B，E
GameCenter_2026060273173305,2026-06-02 14:44:23,334,A,A，B,F,D,E,C,12th Gen Intel(R)Core(TM)i7-12700H,NVIDIA GeForce RTX 3060 LapTop GPU,A，B,A，C，D，L,A，C，H，L,B，D，H，I,E，I，J，有朋友在参与制作这款游戏
GameCenter_2026060292213304,2026-06-02 14:44:21,89,A,A，B,E,C,C,C,9800x3d,9070xt,A，B,A，C,A,A,J，我是阿绿的粉丝
GameCenter_2026060216073302,2026-06-02 14:44:15,118,A,B,E,C,E,,,,A,A，C，D，F，O,B，E，L,,F，J，之前萤火虫漫展深入体验过，很期待
GameCenter_2026060251403300,2026-06-02 14:43:46,154,A,A,,,,C,Intel(R) Core(TM) i7-14790F,NVIDIA GeForce RTX 4070 SUPER,B,,,C，I，K,B，E
GameCenter_2026060215113299,2026-06-02 14:43:29,51,A,A,,,,C,12代i5,3060,B,,,H,A
GameCenter_2026060241933298,2026-06-02 14:43:27,118,A,B,C,A,B,,,,A,A，C，L，O，P,A，B，C，I，L,,A，E，G
GameCenter_2026060247263297,2026-06-02 14:43:24,67,A,A,,,,C,i714700KF,RTX4070TIS,B,,,E，I，J,A，B，G
GameCenter_2026060224993296,2026-06-02 14:43:19,321,A,A，B,K，华硕rog,C,D,C,AMD Ryzen 7 H260,NVIDIA GeForce RTX 5060,A，B，C,C，D，I，J，O,A，D，E，H，K,B，H，I，J，L,A，C，F
GameCenter_2026060260633295,2026-06-02 14:43:02,142,A,A，B,B,D,E,C,R5 5600,RX6750GRE,A，B,A，C，F，I，L,A，I,E，F，G，H，J,B，C，E
